Event id,Trip id,DSS IVS,Event time (local),Local UTC offset (minutes),Type,Detected type,Duration (sec),Speed (kph),Speed (mph),Distance covered (metres),Distance covered (feet),Confirmation,Sub-type,Confirmed by,Confirmation time,Bearing (degrees),GPIO alert,Audio alert,Trip start time,Time into trip (minutes),Trip distance (kms),Trip distance (miles)
114888536,11312605,Unit032,9/10/17 10:43,480,distraction,glance_away,4.12,43,27,49,161,verified,distracted driving,Analyst 11,9/10/17 10:56,6,Yes,Yes,9/10/17 10:24,20,10,6
114910658,11314486,Unit073,9/10/17 11:55,480,distraction,glance_away,4.07,91,57,103,338,verified,distracted driving,Analyst 13,9/10/17 11:58,172,No,No,9/10/17 11:31,24,26,16
114961426,11313534,Unit077,9/10/17 12:02,480,distraction,glance_away,5.52,35,21,53,174,verified,distracted driving,Analyst 13,9/10/17 14:48,357,No,No,9/10/17 10:57,65,69,43
114943131,11311810,Unit038,9/10/17 13:18,480,distraction,fatigue,1.9,90,56,48,157,verified,distracted driving,Analyst 13,9/10/17 13:44,187,Yes,Yes,9/10/17 9:54,204,283,176
114943072,11311810,Unit038,9/10/17 13:40,480,distraction,fatigue,1.55,90,56,39,128,verified,distracted driving,Analyst 13,9/10/17 13:44,248,Yes,Yes,9/10/17 9:54,226,315,196
114957337,11311526,Unit027,9/10/17 14:31,480,distraction,glance_away,4.8,66,41,88,290,verified,distracted driving,Analyst 13,9/10/17 14:34,12,No,No,9/10/17 9:44,287,55,34
114986972,11320603,Unit038,9/10/17 15:44,480,distraction,fatigue,1.77,76,47,37,123,verified,distracted driving,Analyst 13,9/10/17 16:13,240,Yes,Yes,9/10/17 15:19,25,35,22
114983812,11319665,Unit070,9/10/17 16:01,480,distraction,glance_away,4.97,52,33,72,237,verified,distracted driving,Analyst 13,9/10/17 16:05,2,No,No,9/10/17 14:43,77,18,11
114988040,11311526,Unit027,9/10/17 16:15,480,distraction,glance_away,4.72,31,19,41,134,verified,distracted driving,Analyst 13,9/10/17 16:16,5,No,No,9/10/17 9:44,391,149,92
114998442,11320603,Unit038,9/10/17 16:50,480,distraction,fatigue,1.53,90,56,38,126,verified,distracted driving,Analyst 13,9/10/17 16:52,201,Yes,Yes,9/10/17 15:19,91,134,83
115213250,11315909,Unit032,9/10/17 17:04,480,distraction,glance_away,4.53,31,19,39,126,verified,distracted driving,Analyst 16,10/10/17 6:19,48,Yes,Yes,9/10/17 12:24,280,268,167
116390134,11446300,Unit029,12/10/17 21:06,480,distraction,glance_away,4.1,88,55,100,328,false positive,acceptable driving,Benjamin,12/10/17 21:09,165,No,No,43020.82,81,116,72
115004633,11320081,Unit046,9/10/17 17:12,480,distraction,glance_away,4.2,32,20,37,121,verified,distracted driving,Analyst 13,9/10/17 17:14,0,No,No,9/10/17 14:59,133,13,8
115007833,11315485,Unit012,9/10/17 17:22,480,distraction,fatigue,1.68,97,60,45,149,verified,distracted driving,Analyst 13,9/10/17 17:24,178,Yes,Yes,9/10/17 12:03,319,386,240
115059332,11328716,Unit031,9/10/17 19:47,480,fatigue,fatigue,1.67,68,42,31,103,verified,drowsiness,Analyst 16,9/10/17 20:21,206,Yes,Yes,9/10/17 19:43,4,0,0
115169510,11337097,Unit022,10/10/17 3:10,480,distraction,fatigue,1.53,88,55,37,123,verified,distracted driving,Analyst 16,10/10/17 3:13,194,Yes,Yes,10/10/17 2:07,63,44,27
115262424,11341795,Unit072,10/10/17 7:41,480,distraction,fatigue,1.98,82,51,45,147,verified,distracted driving,Analyst 2,10/10/17 8:23,224,Yes,Yes,10/10/17 5:10,151,193,120
115348948,11350166,Unit030,10/10/17 10:25,480,distraction,fatigue,1.73,89,55,43,141,verified,distracted driving,Analyst 2,10/10/17 12:55,192,Yes,Yes,10/10/17 9:57,27,33,20
121156803,11865056,Unit029,24/10/17 15:07,480,distraction,glance_away,5.43,32,20,48,158,false positive,acceptable driving,Stefanie Mendoza,24/10/17 15:08,118,No,No,43032.63,7,10,6
121572346,11901557,Unit029,25/10/17 12:57,480,distraction,glance_away,7.7,89,56,191,627,false positive,system error,Andrew Valenzuela,25/10/17 13:02,170,No,No,43033.52,31,45,28
121641947,11901557,Unit029,25/10/17 16:24,480,fatigue,fatigue,2,90,56,50,164,false positive,acceptable driving,Andrew Valenzuela,25/10/17 16:27,209,Yes,Yes,43033.52,238,336,209
123176833,12036746,Unit029,29/10/17 6:51,480,fatigue,fatigue,1.63,86,53,39,128,false positive,acceptable driving,Brandy,29/10/17 6:53,216,Yes,Yes,43037.25,57,69,43
123193234,12038162,Unit029,29/10/17 7:43,480,fatigue,fatigue,1.55,86,54,37,122,false positive,acceptable driving,Heather,29/10/17 8:12,219,Yes,Yes,43037.3,31,42,26
123258523,12044249,Unit029,29/10/17 11:39,480,fatigue,fatigue,1.72,90,56,43,140,false positive,acceptable driving,Katelyn,29/10/17 13:08,181,Yes,Yes,43037.45,45,64,40
124546680,12151421,Unit029,1/11/17 9:14,480,distraction,glance_down,6.6,89,55,163,533,false positive,acceptable driving,Darlene,1/11/17 9:16,178,No,No,1/11/17 8:44,31,32,20
132993109,12862429,Unit029,19/11/17 17:16,480,distraction,glance_away,4.37,41,25,49,161,false positive,acceptable driving,Alex,19/11/17 17:17,176,No,No,43058.56,229,218,135
135845186,13105543,Unit029,25/11/17 11:13,480,distraction,glance_away,5.63,36,22,56,182,false positive,acceptable driving,Nannapat Thiengtham,25/11/17 12:25,274,No,No,43064.45,21,2,1
115326399,11352729,Unit013,10/10/17 11:41,480,distraction,glance_away,4.77,36,22,47,155,verified,distracted driving,Analyst 2,10/10/17 11:43,126,No,No,10/10/17 11:30,12,2,1
137702198,13259334,Unit029,29/11/17 9:29,480,distraction,glance_away,4.27,89,55,106,346,false positive,acceptable driving,Will,29/11/17 10:44,193,No,No,43068.37,31,34,21
115349295,11350166,Unit030,10/10/17 11:43,480,distraction,glance_down,4.65,86,53,111,364,verified,distracted driving,Analyst 2,10/10/17 12:56,235,No,No,10/10/17 9:57,105,147,92
138396714,13296594,Unit029,30/11/17 15:53,480,distraction,glance_away,4.75,87,54,114,375,false positive,acceptable driving,Gianna,30/11/17 16:34,8,No,No,43069.21,651,749,466
115347614,11346189,Unit032,10/10/17 12:41,480,distraction,fatigue,1.55,92,57,40,130,verified,notifiable eye-closure,Analyst 2,10/10/17 12:51,340,Yes,Yes,10/10/17 7:41,300,357,222
115371660,11356322,Unit034,10/10/17 14:13,480,distraction,glance_away,4.38,90,56,110,359,verified,distracted driving,Analyst 8,10/10/17 14:15,170,No,No,10/10/17 13:48,25,9,6
115377423,11356322,Unit034,10/10/17 14:27,480,distraction,glance_away,4.95,39,24,54,176,verified,distracted driving,Analyst 2,10/10/17 14:28,179,No,No,10/10/17 13:48,39,28,18
115394416,11357462,Unit040,10/10/17 15:14,480,distraction,glance_away,4.62,91,56,116,381,verified,distracted driving,Analyst 2,10/10/17 15:15,263,No,No,10/10/17 14:31,43,61,38
115402621,11348781,Unit070,10/10/17 15:38,480,distraction,glance_down,7.28,92,57,187,614,verified,distracted driving,Analyst 2,10/10/17 15:40,43,No,No,10/10/17 9:09,389,496,308
115459362,11358902,Unit074,10/10/17 17:05,480,distraction,fatigue,1.62,90,56,41,133,verified,distracted driving,Analyst 8,10/10/17 18:38,91,Yes,Yes,10/10/17 15:25,100,137,85
115438078,11359361,Unit021,10/10/17 17:28,480,distraction,glance_away,4.07,37,23,42,139,verified,distracted driving,Analyst 2,10/10/17 17:32,29,No,No,10/10/17 15:42,105,90,56
115477611,11358711,Unit068,10/10/17 17:32,480,distraction,glance_away,4.28,30,18,35,115,verified,distracted driving,Analyst 2,10/10/17 19:37,26,No,No,10/10/17 15:18,134,130,81
115477770,11358711,Unit068,10/10/17 17:44,480,distraction,glance_away,4.62,36,23,47,153,verified,distracted driving,Analyst 2,10/10/17 19:37,25,No,No,10/10/17 15:18,146,138,86
115673220,11365278,Unit062,10/10/17 19:58,480,distraction,fatigue,1.58,82,51,36,119,verified,distracted driving,Analyst 18,11/10/17 6:49,36,Yes,Yes,10/10/17 19:14,44,57,35
115518506,11368496,Unit073,10/10/17 21:45,480,distraction,fatigue,2.15,89,56,53,175,verified,distracted driving,Analyst 18,10/10/17 21:53,53,Yes,Yes,10/10/17 21:15,30,43,26
115551553,11365870,Unit068,10/10/17 22:35,480,distraction,glance_away,6.07,64,40,107,353,verified,distracted driving,Analyst 18,10/10/17 23:47,1,No,No,10/10/17 19:35,180,243,151
115664970,11379662,Unit054,11/10/17 6:21,480,distraction,fatigue,1.82,67,42,34,112,verified,distracted driving,Analyst 4,11/10/17 6:23,195,Yes,Yes,11/10/17 4:32,109,74,46
115671030,11381142,Unit028,11/10/17 6:40,480,distraction,fatigue,1.7,67,41,31,103,verified,distracted driving,Analyst 18,11/10/17 6:41,24,Yes,Yes,11/10/17 5:26,75,23,14
115685994,11380020,Unit022,11/10/17 7:26,480,distraction,fatigue,2.1,26,16,15,49,verified,distracted driving,Analyst 18,11/10/17 7:28,259,Yes,Yes,11/10/17 4:46,160,187,116
115704159,11386548,Unit032,11/10/17 8:24,480,distraction,glance_away,4.4,48,30,59,194,verified,distracted driving,Analyst 8,11/10/17 8:25,294,Yes,Yes,11/10/17 8:18,6,1,1
115716997,11386412,Unit010,11/10/17 9:06,480,distraction,glance_down,5.02,89,56,125,409,verified,notifiable eye-closure,Analyst 8,11/10/17 9:08,227,Yes,Yes,11/10/17 8:14,53,9,6
115778208,11386519,Unit067,11/10/17 11:07,480,distraction,glance_away,4.13,90,56,104,340,verified,distracted driving,Analyst 2,11/10/17 12:17,249,Yes,Yes,11/10/17 8:17,171,249,155
115777430,11386519,Unit067,11/10/17 11:08,480,distraction,glance_away,6.47,89,55,159,522,verified,distracted driving,Analyst 8,11/10/17 12:13,249,Yes,Yes,11/10/17 8:17,171,249,155
115760789,11384226,Unit023,11/10/17 11:16,480,distraction,glance_down,4.88,96,60,130,427,verified,distracted driving,Analyst 8,11/10/17 11:23,248,No,No,11/10/17 7:02,254,315,196
115778166,11391182,Unit029,11/10/17 12:14,480,distraction,glance_away,4.23,48,30,57,186,verified,distracted driving,Analyst 8,11/10/17 12:16,31,No,No,11/10/17 10:52,82,115,71
115797442,11390584,Unit030,11/10/17 13:15,480,distraction,glance_away,4.23,39,24,45,149,verified,distracted driving,Analyst 8,11/10/17 13:16,4,No,No,11/10/17 10:32,162,13,8
113478959,11190330,Unit030,5/10/17 15:55,480,distraction,glance_away,4.37,87,54,106,348,false positive,system error,Elyse,5/10/17 15:56,204,No,No,5/10/17 14:44,71,102,63
113507075,11190330,Unit030,5/10/17 17:29,480,distraction,glance_down,4.87,88,55,119,390,false positive,acceptable driving,Stefanie Mendoza,5/10/17 17:31,199,No,No,5/10/17 14:44,165,241,150
115802847,11390584,Unit030,11/10/17 13:31,480,distraction,glance_away,4.9,89,55,120,395,verified,distracted driving,Analyst 8,11/10/17 13:32,47,No,No,11/10/17 10:32,178,35,22
115804565,11388648,Unit072,11/10/17 13:37,480,distraction,fatigue,1.68,89,55,42,137,verified,distracted driving,Analyst 8,11/10/17 13:38,308,Yes,Yes,11/10/17 9:26,250,344,214
115827400,11396460,Unit046,11/10/17 14:47,480,distraction,glance_down,4.43,91,56,112,367,verified,distracted driving,Analyst 2,11/10/17 14:50,202,No,No,11/10/17 13:57,50,73,45
115843699,11398519,Unit038,11/10/17 15:43,480,distraction,fatigue,1.8,76,48,38,125,verified,distracted driving,Analyst 8,11/10/17 15:44,15,Yes,Yes,11/10/17 15:18,25,12,7
115001446,11318492,Unit030,9/10/17 17:01,480,distraction,glance_down,5.27,89,55,130,426,false positive,eyewear interference,Katelyn,9/10/17 17:04,99,No,No,9/10/17 13:15,226,256,159
115845509,11398519,Unit038,11/10/17 15:49,480,distraction,fatigue,1.62,84,52,38,123,verified,distracted driving,Analyst 8,11/10/17 15:50,359,Yes,Yes,11/10/17 15:18,31,20,12
115857293,11398934,Unit019,11/10/17 16:21,480,distraction,glance_down,4.72,90,56,118,388,verified,distracted driving,Analyst 8,11/10/17 16:28,2,No,No,11/10/17 15:34,47,40,25
115441303,11359030,Unit030,10/10/17 17:41,480,distraction,glance_away,9.05,58,36,147,481,false positive,system error,andrew,10/10/17 17:42,202,No,No,10/10/17 15:30,131,170,106
115942353,11405668,Unit071,11/10/17 21:06,480,distraction,glance_away,4.5,89,56,112,367,verified,distracted driving,Analyst 4,11/10/17 21:09,159,No,No,11/10/17 19:41,85,123,76
116080675,11420230,Unit009,12/10/17 5:22,480,distraction,glance_away,4.18,30,18,34,113,verified,distracted driving,Analyst 18,12/10/17 5:24,116,No,No,43020.21,15,4,3
115823333,11390584,Unit030,11/10/17 14:33,480,distraction,glance_away,5.37,66,41,99,323,false positive,system error,Elyse,11/10/17 14:37,6,No,No,11/10/17 10:32,241,109,67
116274556,11434226,Unit030,12/10/17 14:59,480,distraction,glance_away,4.87,33,20,45,146,false positive,system error,andrew,12/10/17 15:01,119,No,No,43020.53,141,5,3
116088511,11420366,Unit074,12/10/17 5:44,480,distraction,fatigue,1.72,91,56,43,142,verified,distracted driving,Analyst 18,12/10/17 5:46,203,Yes,Yes,43020.22,32,19,12
116099247,11420983,Unit006,12/10/17 5:56,480,distraction,fatigue,1.92,87,54,47,153,verified,distracted driving,Analyst 4,12/10/17 6:17,216,Yes,Yes,43020.23,25,29,18
116104929,11420895,Unit059,12/10/17 6:17,480,distraction,glance_away,4.22,90,56,105,345,verified,distracted driving,Analyst 4,12/10/17 6:36,220,No,No,43020.23,48,66,41
117050880,11502911,Unit030,14/10/17 11:23,480,distraction,glance_away,9.45,90,56,235,772,false positive,acceptable driving,Stefanie Mendoza,14/10/17 11:33,103,No,No,43022.31,241,267,166
117052014,11502911,Unit030,14/10/17 11:36,480,distraction,glance_down,11.47,89,56,284,933,false positive,eyewear interference,Stefanie Mendoza,14/10/17 11:39,77,No,No,43022.31,254,286,178
116103207,11422062,Unit046,12/10/17 6:28,480,distraction,fatigue,1.58,79,49,35,114,verified,distracted driving,Analyst 4,12/10/17 6:31,169,Yes,Yes,43020.26,21,11,7
117123237,11502911,Unit030,14/10/17 16:14,480,distraction,glance_down,5.95,85,53,140,459,false positive,eyewear interference,Heather,14/10/17 16:21,217,No,No,43022.31,532,620,385
117195938,11515701,Unit030,14/10/17 20:59,480,fatigue,fatigue,1.67,90,56,42,137,false positive,yawning,Brandy,14/10/17 21:00,165,Yes,Yes,43022.74,194,260,162
116128004,11421506,Unit072,12/10/17 7:46,480,distraction,fatigue,1.7,89,55,42,138,verified,distracted driving,Analyst 18,12/10/17 7:48,318,Yes,Yes,43020.24,116,128,80
116135654,11422524,Unit074,12/10/17 7:56,480,distraction,fatigue,1.53,91,56,39,127,verified,distracted driving,Analyst 2,12/10/17 8:11,148,Yes,Yes,43020.27,93,125,77
116136161,11422540,Unit004,12/10/17 8:10,480,distraction,glance_away,4.62,66,41,84,277,verified,distracted driving,Analyst 2,12/10/17 8:13,28,No,No,43020.27,106,48,30
119652205,11733911,Unit030,20/10/17 17:16,480,distraction,glance_away,8.02,36,22,80,263,false positive,system error,Andrew Valenzuela,20/10/17 17:17,272,No,No,43028.62,141,51,32
116167393,11420711,Unit025,12/10/17 8:18,480,distraction,fatigue,1.55,79,49,34,112,verified,distracted driving,Analyst 2,12/10/17 9:43,0,Yes,Yes,43020.22,175,163,101
122079421,11942438,Unit030,26/10/17 17:01,480,distraction,glance_down,4.45,88,54,108,355,false positive,eyewear interference,Andrew Valenzuela,26/10/17 17:02,194,No,No,43034.57,194,266,166
116155862,11427912,Unit038,12/10/17 8:48,480,distraction,fatigue,1.6,88,55,39,128,verified,distracted driving,Analyst 2,12/10/17 9:11,54,Yes,Yes,43020.32,64,74,46
116167171,11420711,Unit025,12/10/17 9:16,480,distraction,fatigue,1.78,67,42,33,109,verified,distracted driving,Analyst 2,12/10/17 9:43,7,Yes,Yes,43020.22,233,245,152
126407449,12308307,Unit030,5/11/17 15:08,480,distraction,glance_down,5.28,86,54,127,416,false positive,acceptable driving,Richard,5/11/17 15:27,71,No,No,5/11/17 13:06,121,106,66
126442865,12311345,Unit030,5/11/17 17:38,480,distraction,glance_away,4.43,88,55,108,356,false positive,acceptable driving,Richard,5/11/17 17:45,184,No,No,5/11/17 16:01,98,140,87
116182487,11427912,Unit038,12/10/17 10:26,480,distraction,fatigue,1.53,74,46,32,104,verified,distracted driving,Analyst 2,12/10/17 10:28,24,Yes,Yes,43020.32,162,212,132
116183751,11427300,Unit020,12/10/17 10:30,480,distraction,glance_away,5.02,31,19,43,140,verified,distracted driving,Analyst 2,12/10/17 10:32,313,No,No,43020.37,96,127,79
116183879,11427300,Unit020,12/10/17 10:30,480,distraction,glance_away,4.57,34,21,43,140,verified,distracted driving,Analyst 2,12/10/17 10:32,314,No,No,43020.37,97,127,79
130406977,12650507,Unit030,14/11/17 8:57,480,distraction,glance_away,6.98,73,45,142,464,false positive,system error,Heather,14/11/17 8:58,16,No,No,43053.26,161,215,133
116183971,11427300,Unit020,12/10/17 10:30,480,distraction,glance_away,4.45,34,21,41,136,verified,distracted driving,Analyst 2,12/10/17 10:33,314,No,No,43020.37,97,127,79
116184036,11427300,Unit020,12/10/17 10:30,480,distraction,glance_away,4.08,34,21,39,128,verified,distracted driving,Analyst 2,12/10/17 10:33,313,No,No,43020.37,97,127,79
116184173,11427300,Unit020,12/10/17 10:32,480,distraction,glance_away,4.67,30,19,39,127,verified,distracted driving,Analyst 2,12/10/17 10:33,223,No,No,43020.37,99,128,79
133191619,12879620,Unit030,20/11/17 6:09,480,distraction,glance_down,4.12,47,29,54,177,false positive,acceptable driving,Richard,20/11/17 6:34,195,No,No,43059.18,112,135,84
116199968,11427912,Unit038,12/10/17 10:50,480,distraction,fatigue,1.67,77,48,36,117,verified,distracted driving,Analyst 2,12/10/17 11:21,41,Yes,Yes,43020.32,185,246,153
134564155,12997351,Unit030,22/11/17 20:46,480,distraction,glance_away,5.43,76,47,114,374,false positive,acceptable driving,Emma,22/11/17 20:48,10,No,No,43061.83,51,70,44
116217536,11433273,Unit074,12/10/17 12:10,480,distraction,fatigue,3.23,90,56,81,266,verified,distracted driving,Analyst 2,12/10/17 12:13,209,Yes,Yes,43020.46,73,105,65
135049855,13038522,Unit030,23/11/17 19:06,480,distraction,glance_away,4.97,89,55,123,404,false positive,acceptable driving,Emma,23/11/17 19:11,192,No,No,43062.76,49,64,40
135303437,13056294,Unit030,24/11/17 8:25,480,distraction,glance_away,6.82,88,54,166,545,false positive,acceptable driving,Gianna,24/11/17 8:39,153,No,No,43063.25,141,175,108
135902048,13107222,Unit030,25/11/17 13:55,480,distraction,glance_away,5.43,88,55,133,435,false positive,acceptable driving,Gianna,25/11/17 15:21,342,No,No,43064.51,105,151,94
116338443,11434239,Unit060,12/10/17 15:05,480,distraction,fatigue,1.58,89,56,39,129,verified,distracted driving,Analyst 16,12/10/17 18:22,1,Yes,Yes,43020.53,145,140,87
116276493,11434226,Unit030,12/10/17 15:05,480,distraction,fatigue,1.7,76,47,36,118,verified,distracted driving,Analyst 2,12/10/17 15:08,91,Yes,Yes,43020.53,146,8,5
116307266,11433909,Unit038,12/10/17 16:12,480,distraction,fatigue,2.07,90,56,52,170,verified,distracted driving,Analyst 2,12/10/17 16:46,7,Yes,Yes,43020.52,225,323,201
116548178,11462055,Unit013,13/10/17 6:16,480,distraction,fatigue,2.1,59,37,35,114,verified,distracted driving,Analyst 3,13/10/17 6:18,97,Yes,Yes,43021.24,37,1,0
116572802,11465465,Unit038,13/10/17 7:31,480,distraction,fatigue,1.75,43,26,21,68,verified,distracted driving,Analyst 18,13/10/17 7:32,95,Yes,Yes,43021.31,5,2,1
116577905,11459535,Unit054,13/10/17 7:46,480,distraction,glance_away,5.2,35,22,50,165,verified,distracted driving,Analyst 3,13/10/17 7:49,13,No,No,43021.18,210,123,76
116589446,11466813,Unit060,13/10/17 8:22,480,distraction,glance_away,4.33,52,32,62,203,verified,distracted driving,Analyst 16,13/10/17 8:23,31,No,No,43021.34,14,18,11
123158178,12036286,Unit031,29/10/17 5:26,480,fatigue,fatigue,2.1,91,56,53,174,false positive,yawning,Brandy,29/10/17 5:33,216,Yes,Yes,43037.21,19,14,9
129119114,12541701,Unit031,11/11/17 6:44,480,distraction,glance_away,6.52,88,55,159,522,false positive,system error,Elyse,11/11/17 7:33,27,Yes,Yes,43050.23,71,93,58
116617948,11467405,Unit013,13/10/17 9:48,480,distraction,glance_away,4.3,44,27,52,172,verified,distracted driving,Analyst 16,13/10/17 9:51,115,No,No,43021.35,80,42,26
135099949,13042519,Unit031,23/11/17 21:04,480,distraction,glance_away,4.3,91,56,108,355,false positive,acceptable driving,Richard,23/11/17 21:47,4,Yes,Yes,43062.87,17,20,13
135267245,13056018,Unit031,24/11/17 6:46,480,distraction,glance_away,9.25,85,53,217,713,false positive,acceptable driving,Brian,24/11/17 6:54,46,Yes,Yes,43063.25,51,40,25
135293159,13056018,Unit031,24/11/17 7:56,480,distraction,glance_away,4.63,50,31,65,212,false positive,acceptable driving,Gianna,24/11/17 8:09,41,Yes,Yes,43063.25,121,140,87
135849021,13102124,Unit031,25/11/17 9:32,480,distraction,glance_away,4.48,90,56,112,368,false positive,acceptable driving,Gianna,25/11/17 11:30,166,Yes,Yes,43064.35,65,93,58
137148187,13205738,Unit031,28/11/17 9:45,480,distraction,glance_away,9.2,89,56,229,750,false positive,acceptable driving,Will,28/11/17 11:21,200,Yes,Yes,43067.29,171,244,152
138769648,13343869,Unit031,1/12/17 8:34,480,distraction,glance_away,4.48,32,20,40,132,false positive,eyewear interference,Darlene,1/12/17 8:37,232,Yes,Yes,43070.24,171,9,5
116644024,11470979,Unit017,13/10/17 11:09,480,distraction,fatigue,3.98,52,32,57,187,verified,distracted driving,Analyst 16,13/10/17 11:10,16,Yes,Yes,43021.44,43,3,2
116648358,11467930,Unit038,13/10/17 11:22,480,distraction,fatigue,1.92,87,54,47,153,verified,distracted driving,Analyst 16,13/10/17 11:25,134,Yes,Yes,43021.36,158,221,137
116653591,11472108,Unit032,13/10/17 11:39,480,distraction,glance_away,7.65,40,25,84,277,verified,distracted driving,Analyst 16,13/10/17 11:41,3,Yes,Yes,43021.46,32,12,8
116683124,11473283,Unit060,13/10/17 12:04,480,distraction,fatigue,1.58,93,58,41,134,verified,distracted driving,Analyst 16,13/10/17 13:11,346,Yes,Yes,43021.49,15,16,10
116683062,11473283,Unit060,13/10/17 12:09,480,distraction,fatigue,1.83,92,57,47,154,verified,distracted driving,Analyst 16,13/10/17 13:11,33,Yes,Yes,43021.49,20,23,14
115347702,11346189,Unit032,10/10/17 11:56,480,fatigue,fatigue,1.57,62,38,27,88,false positive,acceptable driving,andrew,10/10/17 12:51,343,Yes,Yes,10/10/17 7:41,254,293,182
116677253,11471196,Unit029,13/10/17 12:52,480,distraction,glance_away,4.37,33,20,40,130,verified,distracted driving,Analyst 16,13/10/17 12:52,218,No,No,43021.44,138,181,113
116723447,11471840,Unit068,13/10/17 13:26,480,distraction,glance_away,4.98,37,23,51,167,verified,distracted driving,Analyst 11,13/10/17 15:25,23,No,No,43021.46,149,138,86
115956076,11406112,Unit032,11/10/17 21:51,480,fatigue,fatigue,1.63,92,57,42,137,false positive,yawning,Brandy,11/10/17 21:58,237,Yes,Yes,11/10/17 19:58,113,169,105
116551471,11463440,Unit032,13/10/17 6:26,480,distraction,glance_away,4.33,73,45,88,288,false positive,acceptable driving,Benjamin,13/10/17 6:27,138,Yes,Yes,43021.27,5,2,1
116714819,11470962,Unit030,13/10/17 14:14,480,distraction,fatigue,1.57,87,54,38,125,verified,distracted driving,Analyst 11,13/10/17 14:51,7,Yes,Yes,43021.43,228,319,198
116988673,11502186,Unit032,14/10/17 7:36,480,distraction,glance_away,6.8,34,21,64,210,false positive,acceptable driving,Elyse,14/10/17 7:38,358,Yes,Yes,43022.29,44,63,39
117104109,11509890,Unit032,14/10/17 14:54,480,distraction,glance_away,5.62,92,57,143,469,false positive,eyewear interference,Heather,14/10/17 14:58,320,Yes,Yes,43022.54,121,149,93
117116081,11509890,Unit032,14/10/17 15:45,480,fatigue,fatigue,1.58,88,55,39,127,false positive,eyewear interference,Heather,14/10/17 15:49,29,Yes,Yes,43022.54,172,223,139
117144916,11509890,Unit032,14/10/17 17:37,480,fatigue,fatigue,1.6,92,57,41,134,false positive,acceptable driving,Heather,14/10/17 17:39,342,Yes,Yes,43022.54,283,375,233
116706318,11473283,Unit060,13/10/17 14:19,480,distraction,fatigue,1.92,90,56,48,157,verified,distracted driving,Analyst 11,13/10/17 14:23,354,Yes,Yes,43021.49,151,214,133
116760911,11477529,Unit077,13/10/17 16:19,480,distraction,glance_down,7.6,89,55,187,614,verified,distracted driving,Analyst 16,13/10/17 17:25,270,No,No,43021.6,121,171,107
117444304,11535418,Unit032,15/10/17 15:19,480,fatigue,fatigue,1.73,93,58,45,146,false positive,eyewear interference,Andrew Valenzuela,15/10/17 15:34,160,Yes,Yes,43023.4,347,422,262
117766765,11564345,Unit032,16/10/17 13:08,480,fatigue,fatigue,1.83,91,57,46,152,false positive,acceptable driving,Heather,16/10/17 13:20,161,Yes,Yes,43024.46,125,172,107
116977849,11477625,Unit019,13/10/17 16:58,480,distraction,glance_down,4.1,85,53,97,318,verified,distracted driving,Analyst 8,14/10/17 6:57,4,No,No,43021.6,156,165,102
117852998,11575588,Unit032,16/10/17 18:02,480,distraction,glance_away,4.17,90,56,104,341,false positive,eyewear interference,Heather,16/10/17 18:07,145,Yes,Yes,43024.75,2,1,1
116754469,11478558,Unit046,13/10/17 17:00,480,distraction,fatigue,1.65,59,37,27,89,verified,distracted driving,Analyst 16,13/10/17 17:03,50,Yes,Yes,43021.62,124,100,62
121210374,11864085,Unit032,24/10/17 16:47,480,fatigue,fatigue,2.1,87,54,51,166,false positive,yawning,Stefanie Mendoza,24/10/17 17:56,36,Yes,Yes,43032.6,142,172,107
116756737,11480594,Unit060,13/10/17 17:09,480,distraction,glance_away,5.67,63,39,99,324,verified,distracted driving,Analyst 16,13/10/17 17:09,190,No,No,43021.68,52,17,11
116762883,11477529,Unit077,13/10/17 17:30,480,distraction,fatigue,1.95,90,56,49,160,verified,distracted driving,Analyst 16,13/10/17 17:31,266,Yes,Yes,43021.6,191,276,171
116763507,11477529,Unit077,13/10/17 17:31,480,distraction,fatigue,3.4,88,55,83,273,verified,distracted driving,Analyst 16,13/10/17 17:35,311,Yes,Yes,43021.6,193,278,173
122353660,11968511,Unit032,27/10/17 5:39,480,distraction,glance_away,4.8,91,57,122,399,false positive,acceptable driving,Zarifah,27/10/17 5:44,160,Yes,Yes,43035.22,16,2,1
116772223,11482854,Unit020,13/10/17 18:02,480,distraction,glance_away,4.57,90,56,114,375,verified,distracted driving,Analyst 16,13/10/17 18:04,263,No,No,43021.74,22,31,19
116982897,11502728,Unit046,14/10/17 6:24,480,distraction,fatigue,1.83,88,55,45,147,verified,distracted driving,Analyst 8,14/10/17 7:17,358,Yes,Yes,43022.25,22,13,8
122372129,11968511,Unit032,27/10/17 6:34,480,distraction,glance_away,10.27,92,57,261,858,false positive,eyewear interference,Zarifah,27/10/17 6:39,158,Yes,Yes,43035.22,71,84,52
122535014,11976056,Unit032,27/10/17 12:22,480,fatigue,fatigue,1.68,93,58,43,143,false positive,acceptable driving,Andrew Valenzuela,27/10/17 14:16,188,Yes,Yes,43035.39,179,190,118
125451157,12229324,Unit032,3/11/17 7:38,480,distraction,glance_away,4.67,77,48,99,326,false positive,acceptable driving,Pidok,3/11/17 8:03,79,Yes,Yes,3/11/17 5:07,151,163,101
126425104,12307995,Unit032,5/11/17 15:58,480,distraction,glance_away,5.73,92,57,146,478,false positive,acceptable driving,Richard,5/11/17 16:25,198,Yes,Yes,5/11/17 12:48,191,285,177
